"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2"
811554708,"Existing Customer",44,"F",3,"High School","Married","Unknown","Blue",38,4,6,4,26516,1434,25082,0.472,3609,76,0.551,0.054,0.00041093,0.99959
720753183,"Existing Customer",48,"M",2,"Post-Graduate","Married","$40K - $60K","Blue",36,4,3,2,9617,2035,7582,1.004,4247,76,0.854,0.212,0.00021165,0.99979
711942783,"Existing Customer",41,"F",3,"High School","Married","Less than $40K","Blue",28,3,1,3,2354,1909,445,0.833,4048,61,0.848,0.811,9.3448e-05,0.99991
714097683,"Attrited Customer",55,"F",2,"Graduate","Married","$40K - $60K","Blue",49,3,3,4,1809,0,1809,0.569,2123,44,0.571,0,0.99807,0.00193323
708121908,"Attrited Customer",48,"M",4,"Unknown","Married","$80K - $120K","Blue",36,2,3,2,22917,0,22917,0.574,2045,45,0.5,0,0.9952,0.00479863
716438433,"Existing Customer",41,"M",1,"Doctorate","Married","$80K - $120K","Blue",32,4,3,3,10130,1449,8681,0.819,4002,66,0.571,0.143,0.00041087,0.99959
718677858,"Existing Customer",39,"M",1,"College","Married","Less than $40K","Blue",27,4,2,2,2283,1053,1230,0.854,4571,72,0.756,0.461,0.00010387,0.9999
720286908,"Existing Customer",50,"M",3,"Uneducated","Married","$40K - $60K","Blue",40,5,2,2,3469,0,3469,0.956,3680,80,0.951,0,0.00012144,0.99988
772472208,"Existing Customer",50,"M",1,"Uneducated","Married","$60K - $80K","Blue",40,6,1,4,4092,996,3096,0.644,2298,48,0.655,0.243,0.00015252,0.99985
710402508,"Existing Customer",52,"M",0,"Unknown","Married","$80K - $120K","Blue",36,4,3,4,4675,0,4675,0.863,3487,69,0.683,0,0.00048673,0.99951
812956983,"Existing Customer",51,"M",3,"Graduate","Married","$80K - $120K","Blue",46,6,3,3,3458,1989,1469,0.707,3409,59,1.034,0.575,0.0003139,0.99969
712835433,"Existing Customer",49,"F",3,"Uneducated","Married","Unknown","Blue",36,5,3,3,1438.3,0,1438.3,0.806,4869,73,0.825,0,0.00032275,0.99968
716461683,"Existing Customer",47,"F",3,"Uneducated","Married","Less than $40K","Silver",36,5,3,1,11884,1339,10545,0.556,4134,72,1,0.113,0.00010458,0.9999
713617608,"Existing Customer",43,"M",3,"Unknown","Married","$120K +","Silver",33,5,2,3,34516,1844,32672,1.051,4217,79,0.795,0.053,0.00019729,0.9998
710670633,"Existing Customer",40,"M",4,"High School","Married","$60K - $80K","Blue",36,6,3,3,5797,1779,4018,0.785,2131,33,0.571,0.307,0.00030842,0.99969
770135358,"Existing Customer",46,"F",1,"Graduate","Married","Less than $40K","Blue",40,6,2,2,5157,1485,3672,0.699,4417,77,0.711,0.288,0.00010684,0.99989
710002833,"Existing Customer",32,"F",1,"High School","Married","Unknown","Blue",22,3,2,3,3413,2517,896,0.984,4355,71,0.919,0.737,0.00017468,0.99983
712263258,"Existing Customer",49,"F",2,"Uneducated","Married","Less than $40K","Blue",38,6,3,3,2468,0,2468,1.057,3371,62,0.676,0,0.00031104,0.99969
779662308,"Existing Customer",49,"F",2,"Unknown","Married","Less than $40K","Blue",32,3,1,3,1438.3,710,728.3,0.683,3808,80,0.569,0.494,0.00010183,0.9999
803319633,"Existing Customer",51,"F",2,"High School","Married","Less than $40K","Blue",45,4,3,2,3183,1358,1825,0.657,3988,81,0.688,0.427,0.00017486,0.99983
708170508,"Attrited Customer",38,"M",2,"Graduate","Married","$60K - $80K","Blue",36,2,3,2,1438.3,0,1438.3,0.461,1651,42,0.5,0,0.99447,0.00553
711891933,"Existing Customer",47,"M",3,"High School","Married","$80K - $120K","Blue",40,3,3,3,12945,1582,11363,0.496,3369,59,0.788,0.122,0.00030516,0.99969
719991783,"Existing Customer",40,"M",2,"High School","Married","$80K - $120K","Silver",36,5,3,0,34516,2183,32333,0.739,3644,67,0.634,0.063,5.8284e-05,0.99994
745435533,"Existing Customer",44,"M",2,"Unknown","Married","$80K - $120K","Blue",37,6,1,3,2617,2517,100,0.78,3104,70,0.75,0.962,0.00010183,0.9999
718063083,"Existing Customer",40,"M",2,"Graduate","Married","$40K - $60K","Blue",31,6,1,2,6500,2025,4475,0.656,4738,82,0.673,0.312,5.5077e-05,0.99994
712283808,"Existing Customer",50,"F",3,"High School","Married","Less than $40K","Silver",40,5,2,2,10062,1149,8913,0.76,1964,44,0.467,0.114,0.00010374,0.9999
779737233,"Existing Customer",51,"M",1,"Graduate","Married","$60K - $80K","Blue",35,3,3,2,9589,628,8961,0.695,3971,66,0.784,0.065,0.00016883,0.99983
751076058,"Existing Customer",44,"F",4,"Unknown","Married","Unknown","Blue",37,4,3,3,5826,0,5826,0.689,3756,73,0.921,0,0.00034872,0.99965
736552308,"Existing Customer",48,"F",4,"Graduate","Married","Less than $40K","Blue",41,3,1,3,3521,672,2849,0.655,3291,65,0.757,0.191,9.7154e-05,0.9999
712442508,"Existing Customer",52,"F",4,"Post-Graduate","Married","Less than $40K","Blue",37,6,3,4,1438.3,783,655.3,0.733,3464,70,0.795,0.544,0.00063671,0.99936
719165508,"Existing Customer",48,"F",3,"Graduate","Married","$40K - $60K","Silver",40,5,3,4,18965,2262,16703,0.592,3066,69,0.816,0.119,0.00048382,0.99952
716546283,"Existing Customer",39,"M",3,"Graduate","Married","$60K - $80K","Blue",36,6,3,4,13049,943,12106,0.686,3944,72,0.674,0.072,0.00053543,0.99946
779270883,"Existing Customer",48,"M",4,"High School","Married","$60K - $80K","Blue",30,6,3,3,16575,0,16575,0.76,3982,77,0.878,0,0.00030842,0.99969
712943508,"Existing Customer",48,"F",5,"Graduate","Married","Less than $40K","Blue",36,5,3,0,6921,1023,5898,0.816,4608,79,0.927,0.148,6.8504e-05,0.99993
713971608,"Existing Customer",49,"M",4,"Uneducated","Married","Less than $40K","Blue",39,6,1,4,7232,1830,5402,1.002,4337,71,0.543,0.253,0.00017042,0.99983
713111883,"Existing Customer",51,"M",1,"Unknown","Married","$120K +","Blue",31,5,1,2,25837,1812,24025,0.686,3783,70,0.75,0.07,5.6825e-05,0.99994
822898758,"Existing Customer",44,"F",5,"Post-Graduate","Married","Less than $40K","Blue",40,3,3,4,4453,973,3480,0.908,3239,66,0.65,0.219,0.00062678,0.99937
712085733,"Existing Customer",45,"M",4,"Graduate","Married","$120K +","Blue",36,5,2,3,34516,880,33636,0.687,3491,64,0.455,0.025,0.00020077,0.9998
780074733,"Existing Customer",42,"F",1,"Doctorate","Married","Less than $40K","Blue",27,5,3,3,1840,1565,275,0.95,4518,72,0.5,0.851,0.00041087,0.99959
715445883,"Existing Customer",40,"F",2,"Graduate","Married","Unknown","Blue",29,5,2,2,18862,2105,16757,0.832,4449,86,0.686,0.112,0.00011382,0.99989
718599108,"Existing Customer",50,"F",3,"Graduate","Married","Unknown","Blue",39,5,3,2,3230,1172,2058,0.514,4419,64,0.73,0.363,0.00018665,0.99981
711546333,"Existing Customer",46,"M",3,"Uneducated","Married","Less than $40K","Blue",38,4,3,1,7958,1559,6399,0.726,4962,72,0.714,0.196,0.00011574,0.99988
771669183,"Existing Customer",49,"M",1,"Graduate","Married","$60K - $80K","Blue",37,5,1,4,4854,1212,3642,0.308,3651,70,0.556,0.25,0.00014834,0.99985
804415083,"Attrited Customer",45,"M",3,"Unknown","Married","$60K - $80K","Blue",40,3,5,3,4097,655,3442,1.084,2611,51,0.545,0.16,0.99741,0.00258725
710691633,"Existing Customer",58,"F",1,"High School","Married","Less than $40K","Blue",43,4,1,4,1957,1152,805,0.899,4546,78,0.5,0.589,0.00014421,0.99986
827408058,"Existing Customer",44,"F",3,"Graduate","Married","Less than $40K","Blue",40,6,2,2,2232,2002,230,1.107,3803,68,0.511,0.897,0.00011811,0.99988
713904708,"Existing Customer",40,"F",3,"Graduate","Married","Less than $40K","Blue",36,6,1,3,7582,1942,5640,0.823,4926,85,0.635,0.256,9.6126e-05,0.9999
807596358,"Existing Customer",49,"M",2,"Uneducated","Married","$80K - $120K","Blue",44,6,2,2,13884,1204,12680,0.575,4650,70,0.556,0.087,0.00011703,0.99988
819714408,"Attrited Customer",44,"F",2,"Graduate","Married","Unknown","Blue",39,6,3,3,5666,2386,3280,0.564,1981,42,1,0.421,0.99671,0.00329379
713214558,"Existing Customer",52,"M",2,"Graduate","Married","$60K - $80K","Blue",41,4,3,3,2628,2195,433,0.635,3608,68,0.417,0.835,0.00030251,0.9997
713730933,"Attrited Customer",53,"F",4,"Graduate","Married","Less than $40K","Blue",36,2,3,5,1438.3,0,1438.3,0.314,1739,44,0.467,0,0.99893,0.00106612
762775908,"Existing Customer",46,"F",2,"High School","Married","Unknown","Blue",39,3,1,2,12295,1292,11003,0.537,4177,63,0.75,0.105,5.3542e-05,0.99995
713181558,"Existing Customer",55,"F",2,"Doctorate","Married","Unknown","Blue",47,6,1,3,5794,0,5794,0.732,4201,73,0.587,0,0.00013405,0.99987
713079108,"Existing Customer",51,"F",0,"Graduate","Married","Less than $40K","Blue",42,5,3,2,1858,925,933,1.056,3660,72,0.6,0.498,0.00015435,0.99985
804426858,"Existing Customer",35,"F",1,"Uneducated","Married","Less than $40K","Blue",30,3,2,1,2593,1660,933,0.562,1974,33,1.062,0.64,6.6245e-05,0.99993
827114058,"Existing Customer",46,"M",4,"Post-Graduate","Married","$60K - $80K","Blue",42,6,2,1,11634,0,11634,0.52,4447,74,0.574,0,8.4706e-05,0.99992
708654933,"Attrited Customer",51,"F",2,"Doctorate","Married","Less than $40K","Platinum",42,3,2,3,15987,193,15794,0.435,2021,46,0.394,0.012,0.99793,0.00207303
720283758,"Attrited Customer",44,"F",2,"Uneducated","Married","Unknown","Blue",36,1,3,3,13735,1733,12002,0.614,1783,43,0.654,0.126,0.9968,0.00320374
719196858,"Existing Customer",50,"M",2,"Graduate","Married","$60K - $80K","Blue",39,4,1,4,6508,2276,4232,1.008,4254,77,0.711,0.35,0.00015804,0.99984
712542258,"Existing Customer",47,"F",5,"Unknown","Married","Less than $40K","Blue",40,5,1,3,2950,2000,950,0.882,4742,79,0.837,0.678,0.00010512,0.99989
713639058,"Attrited Customer",49,"M",3,"High School","Married","$60K - $80K","Blue",34,6,3,3,1511,0,1511,0.432,1329,35,0.591,0,0.99673,0.00326528
712606158,"Existing Customer",47,"M",4,"Uneducated","Married","$60K - $80K","Blue",42,4,1,2,5715,1214,4501,0.858,3685,63,0.658,0.212,5.9391e-05,0.99994
710096658,"Existing Customer",45,"F",3,"Unknown","Married","Less than $40K","Blue",39,4,3,3,2606,1978,628,0.443,2191,42,0.5,0.759,0.00034503,0.99965
820383558,"Existing Customer",45,"M",4,"High School","Married","$80K - $120K","Blue",40,6,2,3,6366,1344,5022,0.492,3258,58,0.758,0.211,0.00019517,0.9998
717953283,"Existing Customer",41,"M",3,"Graduate","Married","$60K - $80K","Blue",31,5,2,2,2122,1189,933,0.398,4379,45,1.143,0.56,0.00011811,0.99988
718676283,"Existing Customer",43,"F",2,"Uneducated","Married","Less than $40K","Blue",34,6,2,3,8771,1662,7109,0.555,3779,72,0.756,0.189,0.00019683,0.9998
713455233,"Existing Customer",48,"M",3,"Graduate","Married","$80K - $120K","Blue",37,5,2,1,34516,1416,33100,0.491,4026,65,0.512,0.041,7.1226e-05,0.99993
719563158,"Existing Customer",48,"M",2,"High School","Married","$40K - $60K","Blue",36,6,3,2,4207,1921,2286,0.766,3850,75,0.562,0.457,0.00017486,0.99983
713265858,"Existing Customer",44,"M",3,"Graduate","Married","$120K +","Blue",32,4,2,2,34516,1344,33172,0.523,4795,92,0.673,0.039,0.00011811,0.99988
711608958,"Existing Customer",50,"M",1,"Uneducated","Married","$40K - $60K","Blue",36,5,1,4,2071,1035,1036,0.754,4092,74,0.947,0.5,0.00015252,0.99985
720950283,"Attrited Customer",47,"M",3,"High School","Married","$80K - $120K","Blue",34,3,3,3,21359,0,21359,0.551,2064,63,0.853,0,0.99673,0.00326528
713692683,"Existing Customer",41,"M",2,"Uneducated","Married","$60K - $80K","Blue",13,4,2,2,2243,1944,299,0.942,3216,77,0.674,0.867,0.00011703,0.99988
787532808,"Existing Customer",41,"M",4,"Post-Graduate","Married","$40K - $60K","Silver",30,6,3,3,16386,2236,14150,1.004,3293,66,0.833,0.136,0.0003373,0.99966
712114458,"Existing Customer",49,"F",3,"Uneducated","Married","Less than $40K","Blue",31,6,3,3,2960,1835,1125,0.532,3941,64,0.455,0.62,0.00032275,0.99968
811013658,"Existing Customer",41,"M",2,"High School","Married","$120K +","Blue",36,4,3,2,10816,871,9945,0.606,3221,68,0.581,0.081,0.00017486,0.99983
717151383,"Existing Customer",44,"F",1,"Graduate","Married","Less than $40K","Blue",36,3,3,3,2568,1603,965,0.432,3616,85,0.545,0.624,0.00028395,0.99972
717840108,"Attrited Customer",48,"M",4,"Unknown","Married","$80K - $120K","Blue",41,2,3,6,4806,1357,3449,0.573,1771,35,0.346,0.282,0.99945,0.00055285
710874933,"Existing Customer",41,"M",1,"Graduate","Married","$80K - $120K","Blue",31,5,3,4,10239,2224,8015,0.545,2149,40,1.105,0.217,0.00048435,0.99952
715016508,"Attrited Customer",42,"F",3,"High School","Married","$40K - $60K","Blue",36,1,3,4,4527,0,4527,0.801,2441,37,0.37,0,0.99808,0.00191647
818308533,"Existing Customer",47,"M",5,"Post-Graduate","Married","Less than $40K","Blue",41,4,2,1,3532,0,3532,0.82,3162,56,0.6,0,8.3385e-05,0.99992
760104333,"Existing Customer",43,"F",3,"Graduate","Married","Less than $40K","Silver",36,6,2,2,11392,0,11392,0.821,3246,63,0.703,0,0.00010672,0.99989
718201383,"Existing Customer",49,"M",1,"College","Married","$60K - $80K","Blue",43,6,3,4,22036,1560,20476,0.555,2139,48,0.714,0.071,0.00047091,0.99953
779450958,"Existing Customer",43,"F",4,"Graduate","Married","Less than $40K","Blue",25,5,3,2,2772,1782,990,0.718,4739,88,0.796,0.643,0.00018864,0.99981
717990183,"Existing Customer",52,"M",4,"Uneducated","Married","$80K - $120K","Blue",36,5,2,2,7474,2444,5030,0.619,5100,79,0.717,0.327,0.00012274,0.99988
721252683,"Existing Customer",40,"M",5,"Unknown","Married","$80K - $120K","Blue",33,4,2,4,34516,1501,33015,0.813,3368,64,0.641,0.043,0.00037057,0.99963
710505483,"Existing Customer",46,"M",3,"Uneducated","Married","$60K - $80K","Blue",36,4,3,3,11117,0,11117,0.814,3099,69,0.816,0,0.00032275,0.99968
711587433,"Existing Customer",47,"F",4,"Graduate","Married","Unknown","Blue",33,6,3,1,10714,2407,8307,0.378,4328,71,0.543,0.225,0.00011377,0.99989
715365183,"Existing Customer",51,"F",1,"College","Married","Less than $40K","Blue",42,4,2,2,2431,0,2431,0.886,3323,65,1.097,0,0.00010387,0.9999
715448058,"Existing Customer",42,"F",1,"College","Married","Less than $40K","Blue",36,6,4,1,3050,1824,1226,0.771,1973,50,1.381,0.598,0.00011963,0.99988
712822758,"Existing Customer",52,"F",3,"Uneducated","Married","Less than $40K","Blue",33,6,3,3,5677,1403,4274,0.951,2730,58,0.758,0.247,0.00032275,0.99968
717466158,"Existing Customer",48,"F",2,"Doctorate","Married","Less than $40K","Blue",40,3,4,3,4176,1248,2928,0.434,4889,62,0.632,0.299,0.00052896,0.99947
798687258,"Existing Customer",40,"M",4,"Graduate","Married","Less than $40K","Blue",34,3,1,2,2577,1812,765,0.666,4134,62,0.824,0.703,5.7762e-05,0.99994
709693833,"Existing Customer",47,"M",4,"Graduate","Married","$60K - $80K","Blue",34,6,3,0,9261,1605,7656,0.571,2468,44,0.419,0.173,6.9589e-05,0.99993
716630508,"Existing Customer",58,"M",3,"High School","Married","$120K +","Blue",50,6,2,4,12698,2361,10337,0.799,4425,75,0.63,0.186,0.00032942,0.99967
711334983,"Attrited Customer",41,"F",3,"High School","Married","Unknown","Blue",32,1,2,4,26229,0,26229,0.504,2077,46,0.643,0,0.99697,0.00302546
717442758,"Existing Customer",51,"F",4,"High School","Married","$40K - $60K","Blue",43,5,3,2,8346,1452,6894,1.194,4141,79,0.612,0.174,0.00018339,0.99982
780307233,"Existing Customer",44,"F",2,"Post-Graduate","Married","Less than $40K","Blue",30,5,2,3,1924,1471,453,1.485,3521,58,1,0.765,0.00022525,0.99977
716434533,"Attrited Customer",40,"M",3,"High School","Married","$80K - $120K","Blue",36,2,3,4,29149,0,29149,0.615,2106,56,0.697,0,0.99808,0.00191647
716138958,"Existing Customer",50,"F",1,"Uneducated","Married","Less than $40K","Blue",33,6,4,4,3160,1180,1980,1,3740,68,0.7,0.373,0.0006018,0.9994
815767983,"Existing Customer",45,"M",0,"Graduate","Married","$60K - $80K","Blue",40,4,3,3,1438.3,0,1438.3,0.555,4869,66,0.737,0,0.0002596,0.99974
712812408,"Attrited Customer",40,"F",3,"Unknown","Married","Less than $40K","Blue",28,2,3,3,1535,0,1535,0.544,1921,41,0.464,0,0.99711,0.00288892
717826308,"Existing Customer",49,"F",5,"Uneducated","Married","Less than $40K","Blue",36,6,2,4,2331,1798,533,0.847,4061,66,0.692,0.771,0.00034664,0.99965
713585958,"Attrited Customer",48,"F",4,"College","Married","Less than $40K","Blue",36,2,3,2,5997,0,5997,0.406,1457,42,0.5,0,0.99458,0.00542
712866933,"Existing Customer",51,"M",2,"Graduate","Married","$60K - $80K","Blue",32,6,3,4,10824,0,10824,0.962,3700,73,0.738,0,0.000516,0.99948
719219883,"Existing Customer",47,"M",2,"Uneducated","Married","$60K - $80K","Blue",36,4,1,2,9300,769,8531,0.68,3651,67,0.718,0.083,5.663e-05,0.99994
710493558,"Attrited Customer",46,"F",1,"Post-Graduate","Married","$40K - $60K","Blue",38,3,2,2,1803,0,1803,0.415,1979,37,0.321,0,0.99211,0.00789
778839108,"Existing Customer",50,"F",3,"High School","Married","Less than $40K","Blue",31,3,1,4,6292,0,6292,0.515,3687,74,0.644,0,0.00015942,0.99984
779032308,"Existing Customer",46,"M",3,"High School","Married","$80K - $120K","Blue",27,4,2,3,4964,2316,2648,0.793,3279,66,0.941,0.467,0.00019311,0.99981
718811058,"Existing Customer",40,"M",3,"Unknown","Married","$80K - $120K","Blue",36,6,2,2,5014,1887,3127,0.806,4391,66,0.571,0.376,0.00012982,0.99987
717084708,"Existing Customer",45,"F",4,"High School","Married","Less than $40K","Blue",34,6,4,1,2484,1543,941,0.703,3802,68,0.447,0.621,0.00013366,0.99987
815240358,"Existing Customer",47,"F",3,"Uneducated","Married","Unknown","Blue",42,4,1,4,25027,1501,23526,1.063,3357,62,0.771,0.06,0.00016861,0.99983
715165758,"Existing Customer",44,"M",3,"Post-Graduate","Married","$120K +","Blue",35,3,4,1,27391,587,26804,0.821,2862,56,1.24,0.021,0.00016007,0.99984
717400533,"Existing Customer",54,"F",0,"High School","Married","Less than $40K","Blue",45,5,2,2,2704,789,1915,1.039,4839,92,0.769,0.292,9.4951e-05,0.99991
812979408,"Attrited Customer",39,"F",0,"Unknown","Married","$40K - $60K","Silver",34,3,0,3,15142,0,15142,0.761,2458,41,0.577,0,0.9669,0.0331
711877458,"Existing Customer",51,"F",3,"College","Married","Less than $40K","Blue",36,6,2,2,1936,0,1936,0.705,4072,72,0.756,0,0.00011483,0.99989
708615183,"Existing Customer",44,"M",2,"Unknown","Married","$60K - $80K","Blue",34,4,4,4,3828,1146,2682,0.681,4558,90,0.636,0.299,0.00068536,0.99931
718509858,"Existing Customer",46,"M",3,"Graduate","Married","$80K - $120K","Blue",37,3,1,4,4786,0,4786,0.789,4347,69,0.683,0,0.00016399,0.99984
806947308,"Attrited Customer",40,"M",4,"Post-Graduate","Married","$60K - $80K","Blue",35,3,4,3,20178,1553,18625,0.324,1735,44,0.375,0.077,0.99779,0.00221086
714899283,"Existing Customer",46,"F",2,"Unknown","Married","Less than $40K","Blue",36,5,2,3,5258,1994,3264,0.725,3972,73,0.587,0.379,0.00021042,0.99979
708386958,"Attrited Customer",47,"F",3,"Unknown","Married","Less than $40K","Blue",34,3,3,2,1561,0,1561,0.502,1947,28,0.556,0,0.99515,0.00484967
717483558,"Existing Customer",42,"M",3,"High School","Married","$120K +","Blue",36,3,1,2,19156,1353,17803,1.41,3547,61,0.649,0.071,5.5559e-05,0.99994
818322033,"Existing Customer",41,"F",3,"Graduate","Married","Less than $40K","Blue",36,6,6,4,2873,1247,1626,0.889,3943,80,0.702,0.434,0.00042271,0.99958
716288958,"Existing Customer",40,"M",2,"College","Married","$80K - $120K","Blue",36,3,4,3,7840,0,7840,0.726,4062,71,0.578,0,0.00035543,0.99964
712347258,"Existing Customer",43,"F",2,"Graduate","Married","Less than $40K","Blue",35,3,3,2,2209,0,2209,0.749,4419,68,0.619,0,0.00017987,0.99982
779072733,"Existing Customer",36,"F",2,"College","Married","Less than $40K","Blue",17,5,2,2,1971,0,1971,0.613,4979,77,0.571,0,0.00011066,0.99989
710003958,"Existing Customer",48,"F",5,"Post-Graduate","Married","Less than $40K","Blue",40,3,3,3,1438.3,665,773.3,0.75,4100,84,0.615,0.462,0.00036747,0.99963
715287708,"Existing Customer",41,"F",4,"Graduate","Married","$40K - $60K","Blue",33,6,3,2,6230,1173,5057,0.607,3769,77,0.54,0.188,0.00018864,0.99981
713535033,"Existing Customer",44,"M",3,"High School","Married","$80K - $120K","Blue",36,3,3,2,22243,1377,20866,0.567,3200,91,0.717,0.062,0.00018145,0.99982
789293358,"Existing Customer",46,"F",3,"Graduate","Married","Less than $40K","Blue",35,3,3,4,7578,1794,5784,0.62,5328,78,0.625,0.237,0.00053543,0.99946
715974783,"Existing Customer",53,"M",1,"Graduate","Married","$80K - $120K","Blue",40,4,3,3,4186,0,4186,0.888,4590,69,0.816,0,0.00028395,0.99972
708834483,"Attrited Customer",46,"M",2,"Doctorate","Married","$80K - $120K","Blue",29,1,2,5,17667,0,17667,0.569,1775,42,0.556,0,0.99878,0.00122089
780168333,"Existing Customer",39,"M",4,"Graduate","Married","$120K +","Blue",28,3,2,3,26548,1829,24719,0.685,3450,83,1.024,0.069,0.00020077,0.9998
712050933,"Attrited Customer",48,"M",4,"College","Married","$80K - $120K","Blue",32,5,2,3,25190,0,25190,0.467,1533,41,0.323,0,0.9949,0.0051
821339433,"Existing Customer",45,"F",3,"Graduate","Married","Unknown","Blue",41,5,4,2,2777,2118,659,1.036,4442,64,0.829,0.763,0.00022556,0.99977
715174983,"Existing Customer",40,"M",3,"Graduate","Married","$60K - $80K","Blue",36,4,4,4,2223,597,1626,0.572,3331,67,0.675,0.269,0.00064703,0.99935
710863308,"Existing Customer",48,"M",4,"Post-Graduate","Married","$40K - $60K","Blue",29,6,1,2,2916,1074,1842,0.774,4020,84,0.68,0.368,6.7967e-05,0.99993
806824908,"Existing Customer",45,"M",2,"Unknown","Married","$120K +","Blue",40,4,4,4,16476,1374,15102,0.459,4717,71,0.69,0.083,0.00068536,0.99931
710592933,"Existing Customer",44,"F",2,"Graduate","Married","Less than $40K","Blue",30,3,2,3,9598,1092,8506,0.6,2216,54,0.588,0.114,0.00019143,0.99981
709607733,"Existing Customer",40,"F",3,"College","Married","Unknown","Blue",36,4,2,4,9191,1666,7525,0.815,4275,83,0.766,0.181,0.00032945,0.99967
719929758,"Existing Customer",50,"F",1,"Doctorate","Married","Unknown","Blue",37,6,4,3,4181,0,4181,0.912,3057,54,0.688,0,0.00049651,0.9995
759127158,"Existing Customer",48,"M",3,"College","Married","$40K - $60K","Blue",35,3,1,3,2592,0,2592,0.767,4177,85,0.771,0,9.3457e-05,0.99991
780717483,"Existing Customer",51,"F",3,"High School","Married","Less than $40K","Blue",40,6,3,3,7540,773,6767,0.688,4755,58,0.706,0.103,0.00030516,0.99969
716727258,"Existing Customer",52,"F",1,"Post-Graduate","Married","Unknown","Blue",42,5,1,2,1481,0,1481,0.698,4435,67,0.718,0,6.083e-05,0.99994
768256908,"Attrited Customer",45,"M",3,"Uneducated","Married","Less than $40K","Blue",39,3,3,4,8580,1636,6944,0.393,1880,37,0.233,0.191,0.99819,0.00181217
811095483,"Existing Customer",48,"F",4,"Graduate","Married","$40K - $60K","Silver",43,3,1,0,21163,2517,18646,0.569,1732,35,0.458,0.119,1.9252e-05,0.99998
720168558,"Existing Customer",39,"F",0,"Graduate","Married","Less than $40K","Blue",36,3,3,3,2936,0,2936,0.842,4876,74,0.542,0,0.0002596,0.99974
719309133,"Existing Customer",56,"F",1,"Graduate","Married","Less than $40K","Blue",51,3,3,4,1438.3,0,1438.3,0.798,3877,70,0.556,0,0.00048435,0.99952
772879158,"Existing Customer",47,"M",5,"High School","Married","$60K - $80K","Blue",38,4,1,2,7357,1069,6288,0.77,3943,64,0.641,0.145,5.5277e-05,0.99994
712934583,"Existing Customer",44,"F",4,"Uneducated","Married","Less than $40K","Silver",36,6,3,0,11879,0,11879,0.735,3490,62,0.938,0,6.4651e-05,0.99994
710088483,"Existing Customer",52,"M",3,"Uneducated","Married","$80K - $120K","Blue",40,4,1,3,21877,1073,20804,0.908,3283,56,1,0.049,9.8837e-05,0.9999
720755658,"Existing Customer",42,"F",2,"Doctorate","Married","Less than $40K","Blue",32,6,6,0,1592,0,1592,0.745,4172,70,0.75,0,7.5798e-05,0.99992
716390958,"Attrited Customer",45,"M",4,"Unknown","Married","$120K +","Blue",31,1,4,3,26107,0,26107,0.55,1697,47,0.424,0,0.99763,0.00236635
710621283,"Existing Customer",50,"M",2,"High School","Married","$60K - $80K","Blue",32,3,1,3,10733,783,9950,0.732,3910,66,0.65,0.073,9.0056e-05,0.99991
789185508,"Existing Customer",49,"M",2,"High School","Married","$60K - $80K","Blue",38,5,2,1,5536,756,4780,0.635,3918,70,0.628,0.137,6.6728e-05,0.99993
789362058,"Existing Customer",52,"M",4,"Uneducated","Married","$60K - $80K","Blue",42,3,2,0,5693,0,5693,0.928,4003,64,0.684,0,4.5275e-05,0.99995
778433283,"Attrited Customer",51,"M",3,"High School","Married","$60K - $80K","Blue",31,3,3,3,8989,0,8989,0.47,2031,53,1.038,0,0.99673,0.00326528
720637008,"Existing Customer",51,"F",2,"Uneducated","Married","Less than $40K","Blue",43,6,2,3,2124,1426,698,0.966,3210,52,0.733,0.671,0.00019683,0.9998
715849983,"Existing Customer",44,"F",4,"Unknown","Married","Less than $40K","Blue",36,4,1,4,2107,0,2107,0.975,4007,82,0.952,0,0.00018218,0.99982
716567433,"Existing Customer",41,"F",4,"Graduate","Married","$40K - $60K","Blue",36,3,2,3,3179,1229,1950,0.781,4337,82,1.05,0.387,0.00020077,0.9998
778617708,"Attrited Customer",46,"M",3,"College","Married","$80K - $120K","Blue",26,6,2,3,1438.3,864,574.3,0.766,2299,40,0.481,0.601,0.99485,0.00515
709124883,"Existing Customer",49,"M",3,"College","Married","$80K - $120K","Blue",37,5,1,2,2149,1796,353,0.628,5228,93,0.661,0.836,5.5564e-05,0.99994
772574283,"Attrited Customer",50,"F",2,"Graduate","Married","$40K - $60K","Blue",40,3,1,4,7191,0,7191,0.565,1654,30,0.579,0,0.99371,0.00629
708469533,"Existing Customer",42,"F",3,"Unknown","Married","Unknown","Blue",34,6,3,2,5395,1439,3956,0.781,3523,79,0.717,0.267,0.00020516,0.99979
